카드명,카드사,연회비_국내,연회비_해외,전월실적_기준,주요혜택
zgm shopping카드,NH농협카드,50000,55000,500000,"온라인쇼핑: 최대 40,000P적립 | 오프라인 쇼핑: 최대 40,000P적립"
일상의 기쁨카드(신용),IBK기업은행,0,10000,500000,"대중교통: 200원할인 | 영화: 10,000원할인 | 커피전문점: 20%할인"
현대카드 Boutique - Copper,현대카드,80000,80000,500000,"국내외 가맹점: 1.5%M포인트 적립 | 온라인몰, 배달 앱, 편의점, 대중교통: 5%M포인트 적립 | 연간 보너스: 5만원크레딧 제공"
MG+ BLACK 하나카드,MG새마을금고,120000,120000,500000,"프리미엄 바우처, 공항라운지: 무료이용 | 해외여행, 쇼핑, 골프: 10%청구할인 | 커피, 택시: 50%청구할인"
신한카드 플리(체크),신한카드,0,0,0,국내 이용금액: 최대 0.3%할인 | 해외 이용금액: 0.2%할인 | 매 월 2회: 할인쿠폰제공
올바른POINT체크카드,NH농협카드,0,0,0,전 가맹점: 0.4~0.2%적립 | 해외: 0.3%추가적립 | 국제공항라운지: 무료이용
BC 바로 Air Master 카드,BC 바로카드,29000,29000,500000,"1,500원당: 1 스카이패스마일리지 | 1,500원당: 1 스카이패스마일리지 추가 | 1백만원당: 200 스카이패스마일리지 추가"
IBK-Hybrid(하이브리드)카드,IBK기업은행,0,10000,0,전월실적 관계없이: 신용 0.6%캐시백 | 국내외 가맹점: 체크 0.3%캐시백 | 하이브리드 서비스: 체크+신용결제서비스
청춘대로 톡톡카드,KB국민카드,10000,12000,300000,스타벅스: 50%할인 | 버거/패스트푸드: 20%할인 | 간편결제Pay: 10%할인
톡톡 Pay카드,KB국민카드,20000,20000,400000,간편결제: 20~40%할인 | 대중교통: 10%할인 | 편의점: 10%할인
CU·배달의민족 삼성카드 taptap,삼성카드,10000,10000,300000,"CU 1,500원당: 200원할인 | 배달의민족: 2,000원할인 | 대중교통 1,000원당: 100원할인"
신한카드 Shopping,신한카드,0,20000,500000,온.오프라인: 10%할인 | 생활업종: 10%할인 | 해외이용: 5%캐시백
11번가 신한카드,신한카드,5000,8000,0,국내외가맹점: 0.5%적립 | 11번가: 1%적립
I-어디로든 그린카드,IBK기업은행,15000,0,300000,전기차·수소차 충전: 최대 40%적립 | 공유 모빌리티: 10%적립 | 대중교통·고속버스: 10%적립
the Pink Edition2,현대카드,150000,150000,500000,국내외 가맹점: 1.5%M포인트 적립 | 프리미엄쇼핑 영역: 5%M포인트 적립 | 공항 라운지: 연간 5회무료 이용
PAYCO 포인트 카드,엔에이치엔페이코,0,0,0,최대: 1%무한적립 | 매월 건당 최대: 27%적립 | 매월 건당 최대: 5%할인
신한카드 Globus,신한카드,22000,25000,0,해외 수수료: 1.18%할인 | 국내 이용금액: 0.7%적립 | 해외 이용금액: 1.7%적립
신한카드 On 체크,신한카드,0,0,200000,간편결제: 2%적립 | 생활편의: 2%적립 | 해외 이용금액: 1.3%적립
신한카드 Pick I 체크 캐릭터형(한교동),신한카드,0,0,200000,편의점/커피: 10%적립 | 디지털 구독 영역: 10%적립 | One Pick 쇼핑몰: 3천 포인트적립
용인시민카드(신용),IBK기업은행,5000,7000,300000,용인 주요 테마파크: 최대 60%할인 | 대형마트: 5%할인 | 온라인쇼핑: 20%할인
카드의정석 DON CHECK,우리카드,0,0,50000,"편의점, 배달의민족: 5%적립 | 쿠팡, 무신사: 5%적립 | 구글 Play스토어, 애플 APP Store: 5%적립"
BLISS.5 카드(마일리지),IBK기업은행,0,95000,300000,"1,500원당: 1마일적립 | 바우처 최대: 10만원제공 | 영화: 2천원할인"
HERITAGE Classic [스카이패스형],KB국민카드,157000,157000,500000,"1,500원당: 1마일리지적립 | 공항라운지: 연 3회무료 이용 | 쿠폰 서비스: 연 1회제공"
신세계이마트 삼성카드7,삼성카드,18000,20000,300000,"신세계백화점: 5%할인 | 이마트: 6,000원할인 | 국내가맹점: 0.5~3%적립"
신한카드 On 체크(쥬라기),신한카드,0,0,200000,간편결제: 2%적립 | 생활편의: 2%적립 | 해외 이용금액: 1.3%적립
카카오뱅크 줍줍 신한카드,신한카드,18000,18000,0,카드 쓰면: 1%캐시백 | 카드값 바로내면: 1%캐시백
MG+ W 하나카드,MG새마을금고,19000,19000,300000,학원: 5%청구할인 | 병원/약국: 5%청구할인 | 여가생활: 5%청구할인
달달 하나 체크카드,하나카드,0,0,0,간편결제: 0.3%적립 | 쇼핑: 5%적립 | 구독: 10%적립
카드의정석 EVERY CHECK,우리카드,0,0,0,국내외 가맹점: 0.2%적립 | 전월실적에 따라: 최대 3천원추가 적립 | 공연·테마파크·영화·여행 중 한 곳: 1만원적립
JADE First Centum,하나카드,995000,1000000,500000,"바우처: 60만원 상당제공 | 전 세계 공항라운지: 연 10회, 일 3회무료 이용 | 국내 가맹점: 최대 1.5%하나머니 적립"
모니모카드,삼성카드,10000,10000,300000,스타벅스: 50%할인 | 온라인쇼핑몰: 7%할인 | 이동통신요금: 10%결제일 할인
#Pay 신한카드,신한카드,27000,30000,300000,7대 간편결제: 5%적립
신한카드 The BEST-XO,신한카드,297000,300000,500000,"기본 리워드: 1%적립(마이신한포인트형) | 기본 리워드: 1,500원 당 1마일적립(스카이패스형) | 연 1회: 최대 25만원기프트 제공"
현대카드 MM,현대카드,70000,70000,500000,국내외 가맹점: 1.5%적립 | 온라인쇼핑몰・일반음식점: 10%적립 | 해외 가맹점: 10%적립
NH트래블리체크카드,NH농협카드,0,0,0,해외가맹점: 해외이용수수료면제 | 국내 가맹점: 0.2~0.3% 캐시백무제한 | 일상 가맹점: 0.6% 캐시백무제한
스카이패스 티타늄 카드,KB국민카드,45000,45000,0,"국내·외 가맹점 1,000원당: 1마일기본적립 | 해외이용 1,000원당: 2마일적립 | 면세점 1,000원당: 2마일적립"
K-패스 신한카드,신한카드,7000,10000,300000,대중교통: 10%할인 | 간편결제: 5%할인 | 생활 부문: 5%할인
신한카드 The CLASSIC-Y,신한카드,0,100000,0,Gift Option: 매년1회선택이용 | 마이신한포인트: 0.7~5%적립 | GS칼텍스: 60원/L할인
우체국 LUCK-KEY 체크카드,우체국,0,0,100000,"편의점: 10%캐시백 | 간편결제, 간편식, 커피, 힐링, 열공: 7%캐시백 | 우체국예금 제휴보험3종(청년우대형): 무료가입1년"
현대카드M HYBRID,현대카드,0,0,0,이용금액별: 1~0.5%적립
SKYPASS 롯데 아멕스카드,롯데카드,0,20000,0,"1,000원당: 국내 1마일적립 | 1,000원당: 해외 2마일적립 | SKYPASS: 회원 할인서비스"
원더카드 FREE,하나카드,12000,12000,0,국내외가맹점: 0.7%할인 | 간편결제: 1.2%할인 | 쿠팡/마트/베이커리: 2%할인
하나 원큐 카드,하나카드,15000,15000,0,하나원큐페이 결제: 1.8%적립 | 국내 전 가맹점: 0.8%적립 | 해외 전 가맹점: 1.8%적립
NH 무럭이 체크카드,NH농협카드,0,0,0,전가맹점: 0.2%적립 | 이용금액 1위: 3배적립 | 국제공항 라운지: 무료이용
신한카드 Simple+,신한카드,10000,13000,0,전가맹점: 0.7%캐시백 | 이동통신요금: 0.7%추가캐시백 | 생활친화가맹점: 월 10회잔돈할인
카카오페이 트래블로그 체크카드,하나카드,0,0,200000,카카오페이포인트: 최대 10%적립 | 해외 가맹점: 이용수수료면제 | 해외 ATM: 인출수수료면제
K-패스 삼성체크카드,삼성카드,0,0,300000,"대중교통: 10%캐시백 | 이동통신: 10%캐시백 | 편의점/커피전문점/제과: 1,000원캐시백"
신한카드 SOL트래블 J체크,신한카드,0,0,300000,"해외이용: 수수료면제 | 돈키호테, 스타벅스: 50%결제일 할인 | 일본 3대 편의점: 5%결제일 할인"
신한카드 The BEST+,신한카드,0,295000,0,Gift Option: 연 1회택 1 | 항공: 마일리지 적립 | 공항라운지: 무료 이용
카카오뱅크 개인사업자 삼성카드,삼성카드,15000,15000,500000,사업 필수 경비: 5%결제일할인 | 사업장 운영 경비: 1.5%결제일할인 | 국내 가맹점: 1%결제일할인
트래블GO 체크카드,하나카드,0,0,200000,해외 가맹점 수수료: 건당 $0.5면제 | 해외 ATM 인출 수수료: 건당 $3면제 | 국내 가맹점: 최대 5%적립
American Express Blue,삼성카드,0,15000,300000,해외: 5%적립 | 교통·통신: 5%적립 | 편의점·배달앱: 7%적립
VIVA X 체크카드,하나카드,0,0,0,해외가맹점 수수료: 면제서비스 | 해외ATM 수수료: 면제서비스 | 국내가맹점: 0.3%캐쉬백
마일리지 가온카드(대한항공),KB국민카드,15000,20000,0,"국내 1,500원당: 1마일적립 | 해외 1,500원당: 2마일적립 | 면세 1,500원당: 2마일적립"
원더카드 2.0 LIVING,하나카드,19900,19900,400000,"아파트관리비: 10%청구할인 | 병원&약국: 10%청구할인 | 영역별 월 최대 할인한도: 15,000원"
현대카드X CHECK,현대카드,2000,0,0,사용금액별: 0.6~0.3%적립
GS칼텍스 신한카드 경차사랑 체크,신한카드,0,0,0,경차: 유류세환급 | GS칼텍스: 15원~30원/L할인 | 자동차보험: 2만~3만원할인
K-패스체크카드,KB국민카드,0,0,200000,대중교통: 10%적립 | 생활서비스: 1%적립 | KB Pay 이용 시: 1%추가 적립
taptap DRIVE,삼성카드,10000,10000,300000,주유 리터당: 60~150원할인 | 편의점: 10%할인 | 커피전문점: 10%할인
더 심플 하나카드,하나카드,25000,25000,300000,"통신: 최대 15,000원할인 | 렌탈: 최대 15,000원할인 | OTT: 최대 15,000원할인"
모두의 일상 체크카드,하나카드,0,0,0,모든가맹점: 0.3%적립 | 페이결제: 0.4%적립 | 해외가맹점: 0.4%적립
모바일엔디지로카,롯데카드,20000,20000,400000,이동통신요금: 최대 2만원할인
삼성페이카드,삼성카드,15000,15000,300000,삼성페이 결제 시 국내: 1% · 1.5%할인 | 삼성페이 결제 시 해외 오프라인: 5%할인 | 국내외가맹점: 국내 0.5% 해외 1.5%할인
신한카드 Deep Dream 체크(미니언즈),신한카드,0,0,0,모두드림: 0.2%적립 | 더해드림: 0.6%적립 | 챙겨드림: 1.0%적립
BC 바로 KaPick,BC 바로카드,15000,15000,150000,"쇼핑: 7%적립 | 커피, 편의점, 배달: 7%적립 | 생활: 7%적립"
JADE First,하나카드,595000,600000,500000,"바우처: 30만원 상당제공 | 전 세계 공항라운지: 연 8회, 일 3회무료 이용 | 국내 가맹점: 최대 1.5%하나머니 적립"
ROYAL BLUE POINT,우리카드,300000,300000,0,연 1회: 프리미엄 기프트제공 | 모아포인트: 1% ~ 2%적립 | 국내외: 공항라운지 무료이용
배민 신한카드 밥친구,신한카드,12000,15000,200000,배달의민족: 5%결제일 할인 | 국내 · 외 가맹점: 1%결제일 할인
My WE:SH+카드,KB국민카드,50000,50000,400000,"KB Pay: 10%할인 | 음식점, 편의점: 10%할인 | KB국민카드 포인트리: 2만점적립"
삼성카드 BIZ LEADERS,삼성카드,20000,20000,0,국내외 가맹점: 0.5%할인 | 보험∙전기요금∙통신: 10%할인 | 온라인쇼핑몰 ∙주유 ∙할인점: 3%할인
에너지플러스카드 Edition3,현대카드,30000,30000,500000,주유 리터당: 최대 300 M포인트적립 | 국내외 가맹점: 1% M포인트한도 없이 적립
트레이더스신세계 삼성카드,삼성카드,15000,15000,400000,트레이더스: 1~5%할인 | 학원/서점/병원: 5%할인 | SKT/스타벅스: 5%할인
Easy pick 티타늄 카드,KB국민카드,30000,30000,500000,피트니스: 5%적립 | 학원: 5%적립 | 골프: 5%적립
국민행복카드 S2,우리카드,0,0,300000,의료(임신·출산): 7%할인 | 학습지/학원/서점: 7%할인 | 영상/음원서비스: 20%할인
대한항공카드 060,현대카드,60000,60000,500000,"연간 보너스: 1천마일리지 | 1,000원당: 최대 2마일리지적립 | 직판 항공권: 5만원할인 쿠폰"
로얄블루1000카드 [SKYPASS],우리카드,0,1000000,0,기프트바우처: 100만원상당제공 | 해외/면세점/항공사: 2마일리지적립 | 본인 및 동반1인: PP카드제공
수협 ALL드림,Sh수협은행,18000,19000,300000,병원/한의원/약국/동물병원: 20%할인 | 음식점/배달앱/커피전문점: 10%할인 | 마트/편의점/온라인쇼핑: 10%할인
신협-신한카드 Hi-Point,신협,0,8000,0,전국가맹점: 0.2~2.0%적립 | 특정가맹점: 1~5%적립 | 현대오일뱅크: 60원/L적립
올바른 MYPICK 카드,NH농협카드,13000,13000,400000,전세계음식점(푸드팩): 5%할인 | 쇼핑(쇼핑팩): 5%할인 | 주유소/충전소(트레블팩): 5%할인
카드의정석 APT Platinum,우리카드,29000,29000,400000,아파트관리비: 최대 1만5천원할인 | 학원: 10%할인 | 공항라운지: 무료입장
카드의정석 EVERYDAY CHECK,우리카드,0,0,0,국내/해외 가맹점: 0.2%적립 | 우리페이: 0.5%추가 적립 | 마트/슈퍼/커피/주유: 1%특별 적립
현대카드H,현대카드,15000,15000,400000,"교육: 10%청구 할인 | 병원: 10%청구 할인 | 이동통신 요금, 아파트 관리비, 도시가스 요금: 5%청구 할인"
T나는혜택 삼성카드,삼성카드,20000,20000,300000,"SKT 라이트할부: 24개월제공 | SKT 이동통신요금: 최대 16,000원할인"
라이언 치즈 체크카드,NH농협카드,0,0,200000,커피: 최대 1%적립 | 대중교통: 1.5%적립 | 유튜브결제: 5%적립
신한카드 후불하이패스+ (하이패스 전용),신한카드,2000,0,0,"하이패스 요금: 0.1%적립 | 출퇴근시간대 통행료: 20~50%자동할인 | 판교↔ 청계, 성남: 연계통행료면제"
올바른 NEW HAVE체크카드,NH농협카드,0,0,0,국내외가맹점: 0.2%적립 | 이용금액1위: 3배적립 | 국제공항라운지: 무료아용
하나 CLUB H 아메리칸 익스프레스 리저브 카드,하나카드,0,150000,500000,"국내 1,000원당: 1마일리지적립 | 해외 1,000원당: 2마일리지적립 | 인천공항 라운지: 무료입장"
K-패스 하나 체크카드,하나카드,0,0,300000,대중교통: 10%캐시백 | 드럭스토어: 1%캐시백 | 커피: 1%캐시백
MG+ 신용카드 Primo 하나카드,MG새마을금고,12000,12000,0,"국내외 전 가맹점: 0.5%청구할인 | 대중교통, 편의점: 5%청구할인 | 슈퍼마켓, 주유, 생활요금 납부 시: 5%청구할인"
NH올원 파이카드,NH농협카드,10000,12000,300000,온라인쇼핑: 7~20%할인 | 주유/통신/해외 등: 선택업종할인 | 생활영역: 5~20%할인
the black,현대카드,3000000,3000000,500000,"단 1,000명에게 선사하는: VVIP카드 | 바우처: 200만원 상당제공 | 마티나 골드 라운지: 무료이용"
국민행복 삼성체크카드 V2,삼성카드,0,0,300000,"병원, 약국: 2%캐시백 | 온라인쇼핑: 2%캐시백 | 다이소, 마켓컬리: 2%캐시백"
금융포인트리카드,KB국민카드,0,5000,0,금융포인트: 0.5~5%적립 | 대출금리: 연0.1~0.3%할인 | 금융수수료: 면제서비스
디지로카 Travel 프리미엄,롯데카드,100000,100000,0,기본적립: 국내 1.2% 해외 1.5%적립 | 특별적립: 항공권 3% 호텔/렌터카 5%적립 | 보너스적립: 7만마일적립 (연 1회)
별다줄카드,NH농협카드,12000,14000,300000,쇼핑 최대: 14%할인 | 통신: 5%할인 | 커피: 5%할인
스카이패스 삼성아멕스카드,삼성카드,0,20000,0,"국내 1,500원당: 1마일적립 | 해외 1,500원당: 2마일적립 | S-OIL: 40포인트/L적립"
카드의정석 PREMIUM MILEAGE(SKYPASS),우리카드,135000,135000,500000,"1,000원당: 1~2마일적립 | 국내외 공항라운지: 무료이용서비스 | 연1회: 프리미엄기프트제공"
카카오뱅크 스마트 하이패스카드,카카오뱅크,0,0,0,출퇴근 통행료: 최대 50%자동할인 | 카드 발급비: 할인
현대카드Z everyday,현대카드,20000,20000,500000,"이동통신 요금, 대중교통, 온라인몰: 5%청구 할인 | 커피전문점, 편의점, 배달 앱: 5%청구 할인 | 음식점, 주유소, 대형마트: 최대 10%청구 할인"
1Q Special+,하나카드,0,10000,300000,"지역쇼핑/주유: 5,000하나머니 적립 | 온라인쇼핑: 5,000하나머니 적립 | 음식점: 1,000원청구할인"
HERITAGE Smart [할인형],KB국민카드,200000,200000,500000,할인 쿠폰: 3가지택 1 | 국내외가맹점: 1~3%할인 | 특별 영역: 5%할인
K-패스 카드,BC 바로카드,6000,6000,300000,대중교통: 15%할인 | OTT/스트리밍: 15%할인 | 이동통신요금: 5%할인
KB국민 WE:SH All카드,KB국민카드,20000,20000,400000,국내 가맹점: 1%할인 | 해외 가맹점: 2%할인 | 쇼핑 멤버십: 50%할인
Mile1 하나카드,하나카드,20000,20000,0,국내 6대 저비용 항공사: 45 UniMile적립 | 해외·면세점·여행사: 35 UniMile적립 | 인천공항 라운지: 무료이용
